Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min],Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min],Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min],Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min],Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min],Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min],Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 13. Dissipation Variation [ ],Channel A 13. Overtone Variation [Hz],Channel A 13. FWHM Variation [Hz]
1740.894766,0.343608403,0.000309509,-0.002096177,0,4955179.989,1533.674936,1.455011756,-0.055923973,3230.919325,0.005928777,1218.159247,24.98805046,1.45E-06,-68.82255634,7.18369366,0.446199952,0.000164992,-0.00826356,0,14850087.64,2450.138828,1.01139773,0.02593041,6060.916824,0.018338507,1195.31957,24.98805046,1.79E-06,-202.5965373,26.60148028,0.649713132,0.000129819,-0.018478729,0,24747393.03,3212.672829,0.734235143,0.054630063,7703.05423,0.004081721,1167.384226,24.98805046,2.02E-06,-329.7695553,49.88213658,0.863142169,0.00010933,-0.029055644,0,34643303.67,3787.567047,0.585105248,0.097260158,9146.584931,0.00600653,1158.165487,24.98805046,1.95E-06,-458.0315485,67.56423942,1.064147198,9.94E-05,-0.031629816,0,44539943.18,4427.904464,0.473292695,0.116712635,10058.92145,0.031284483,1169.620462,24.98805046,2.27E-06,-594.722269,100.8624013,1.317078827,8.95E-05,-0.021255668,0,54436364.43,4869.597247,0.408565897,0.126332495,11178.82274,0.015131217,1136.199738,24.98805046,2.27E-06,-706.1128316,123.3133506,1.59965462,8.43E-05,-0.021954123,0,64333350.04,5424.778937,0.352564979,0.253277847,11859.16528,0.016170147,1101.816175,24.98805046,2.46E-06,-809.2435182,158.2599398
1745.931618,0.343597066,0.000309478,-0.001991936,0,4955179.892,1533.518118,1.455222539,-0.05602201,3231.249657,0.005643985,1219.860636,24.99709702,1.42E-06,-68.91867999,7.026875785,0.446135329,0.000165267,-0.007321992,0,14850086.24,2454.225159,1.011178667,0.025640486,6050.824714,0.0218972,1203.570184,24.99709702,2.07E-06,-203.9949464,30.68781136,0.649672358,0.00012993,-0.018003515,0,24747392.27,3215.426594,0.734367566,0.054338378,7696.456922,0.004197885,1170.077696,24.99709702,2.13E-06,-330.5304227,52.63590113,0.86276796,0.000109584,-0.029066863,0,34643304.79,3796.356131,0.584955202,0.096967387,9125.409629,0.005693096,1155.333711,24.99709702,2.21E-06,-456.9116369,76.35332386,1.063164713,9.88E-05,-0.032777585,0,44539949.74,4401.209205,0.472411137,0.118396151,10119.9347,0.031746765,1156.720171,24.99709702,1.67E-06,-588.162799,74.16714232,1.317562539,8.94E-05,-0.022973478,0,54436365.88,4868.085959,0.408945671,0.126160048,11182.29348,0.015272349,1133.868388,24.99709702,2.24E-06,-704.6639697,121.8020629,1.599732955,8.37E-05,-0.018099787,0,64333335.74,5386.60377,0.351637093,0.254275181,11943.20921,0.020396827,1121.287096,24.99709702,1.87E-06,-823.544195,120.0847721
1750.972861,0.343786828,0.00030941,-0.002066048,0,4955179.934,1533.182194,1.454992477,-0.055766851,3231.957659,0.005923695,1219.116702,24.99930191,1.35E-06,-68.87664982,6.690951724,0.445094542,0.000165093,-0.008680411,0,14850087.12,2451.652294,1.01253363,0.025123042,6057.175053,0.018780596,1198.418786,24.99930191,1.90E-06,-203.1218281,28.11494695,0.649765962,0.00012991,-0.01852882,0,24747392.89,3214.938394,0.734311474,0.054422545,7697.625851,0.00402541,1167.863846,24.99930191,2.11E-06,-329.9050413,52.14770142,0.863008746,0.000109328,-0.028499492,0,34643304.6,3787.476049,0.585148144,0.09730127,9146.80493,0.0054157,1155.824478,24.99930191,1.95E-06,-457.1057259,67.47324192,1.064664247,9.88E-05,-0.028828277,0,44539939.65,4399.371525,0.472782656,0.118526024,10124.15965,0.028102117,1176.56529,24.99930191,1.63E-06,-598.2535374,72.32946161,1.316567556,8.93E-05,-0.024103744,0,54436369.19,4863.040375,0.408869446,0.126465757,11193.8962,0.014898519,1128.531447,24.99930191,2.15E-06,-701.3472269,116.7564787,1.599782276,8.42E-05,-0.016093443,0,64333330.69,5414.12844,0.350586678,0.254375181,11882.49067,0.019315679,1128.160469,24.99930191,2.30E-06,-828.5924349,147.6094428
1756.032791,0.343748679,0.00030948,-0.002243979,0,4955180.069,1533.527567,1.455036922,-0.0559776,3231.229862,0.005767333,1216.739413,25.00172615,1.42E-06,-68.74233971,7.036325101,0.445634881,0.000164859,-0.00733426,0,14850086.23,2448.174855,1.010852826,0.026635014,6065.778433,0.016428486,1203.630103,25.00172615,1.66E-06,-204.0051023,24.63750728,0.649712599,0.000129914,-0.018214444,0,24747392.35,3215.034541,0.734231542,0.054502672,7697.395482,0.004063217,1169.785188,25.00172615,2.11E-06,-330.4477932,52.2438482,0.862538743,0.000109626,-0.02806272,0,34643303.19,3797.80442,0.585578402,0.096578464,9121.92924,0.005892462,1159.397302,25.00172615,2.25E-06,-458.5187068,77.80161294,1.06375857,9.91E-05,-0.030455156,0,44539941.49,4413.66418,0.472209158,0.117916595,10091.37525,0.023444488,1172.957511,25.00172615,1.95E-06,-596.4190734,86.62211708,1.317510389,8.93E-05,-0.024044049,0,54436368.72,4859.589975,0.408600678,0.126834845,11201.84398,0.01547874,1129.288863,25.00172615,2.08E-06,-701.8179373,113.3060785,1.600205708,8.40E-05,-0.013585508,0,64333332.67,5406.218541,0.352734342,0.253612504,11899.87644,0.018356612,1125.464921,25.00172615,2.17E-06,-826.6126538,139.6995434
1761.065393,0.343750168,0.000309484,-0.002078135,0,4955179.906,1533.550637,1.455189596,-0.055987904,3231.181148,0.005912433,1219.623728,24.99964333,1.43E-06,-68.90529535,7.059394528,0.445939147,0.00016521,-0.0069482,0,14850085.78,2453.382255,1.011253985,0.025918885,6052.903397,0.01855895,1206.291276,24.99964333,2.01E-06,-204.4561485,29.84490723,0.649753768,0.00012994,-0.018119243,0,24747392.21,3215.673513,0.734317871,0.054539062,7695.865924,0.003841059,1170.273057,24.99964333,2.14E-06,-330.5856094,52.88282036,0.862995113,0.000109458,-0.029251832,0,34643304.98,3791.992786,0.585234088,0.097248989,9135.910044,0.005672644,1154.86688,24.99964333,2.08E-06,-456.7270149,71.98997877,1.063625135,9.90E-05,-0.029070886,0,44539938.59,4411.492388,0.472771526,0.117624014,10096.34261,0.026987045,1178.659686,24.99964333,1.90E-06,-599.3184844,84.45032467,1.317035349,8.92E-05,-0.024650004,0,54436366.97,4854.410093,0.40850915,0.12680894,11213.79651,0.016062488,1132.115037,24.99964333,1.99E-06,-703.5743165,108.1261972,1.599466459,8.43E-05,-0.014675445,0,64333330.22,5423.365296,0.352595841,0.253151171,11862.25281,0.020138645,1128.805368,24.99964333,2.44E-06,-829.0660892,156.8462984
1766.108878,0.343807742,0.00030945,-0.002060963,0,4955179.866,1533.382659,1.454995369,-0.055833526,3231.535089,0.005928767,1220.319641,24.99827957,1.40E-06,-68.9446125,6.891416686,0.44607735,0.00016507,-0.007561102,0,14850086.67,2451.310022,1.01089747,0.026075896,6058.020623,0.017328856,1201.072493,24.99827957,1.87E-06,-203.571609,27.77267459,0.650008038,0.000129899,-0.018245921,0,24747392.71,3214.655993,0.734292766,0.054594892,7698.302016,0.004281952,1168.491878,24.99827957,2.10E-06,-330.0824514,51.86530064,0.862939794,0.000109438,-0.029136349,0,34643304.38,3791.28718,0.585277492,0.097227547,9137.610194,0.005039137,1156.368696,24.99827957,2.06E-06,-457.3209532,71.28437299,1.062858837,9.91E-05,-0.03641991,0,44539951.94,4414.744644,0.472422401,0.117916698,10088.90786,0.022192781,1152.393533,24.99827957,1.97E-06,-585.9628136,87.70258134,1.317716079,8.95E-05,-0.023851967,0,54436366.94,4869.905361,0.408790723,0.126486103,11178.11598,0.016593399,1132.164273,24.99827957,2.27E-06,-703.6049153,123.6214647,1.599206412,8.45E-05,-0.017294641,0,64333336.24,5434.53778,0.352151844,0.253752862,11837.86715,0.017884455,1120.601975,24.99827957,2.61E-06,-823.0409987,168.0187828
1771.143103,0.343861774,0.000309437,-0.00202569,0,4955179.894,1533.317317,1.454854788,-0.055802869,3231.672817,0.00596749,1219.833049,24.99561691,1.38E-06,-68.91712139,6.826075195,0.446393211,0.000165178,-0.007480316,0,14850086.29,2452.902081,1.011607235,0.025648627,6054.088504,0.01958531,1203.281437,24.99561691,1.98E-06,-203.9460063,29.3647339,0.64981017,0.000129944,-0.018448244,0,24747392.39,3215.786575,0.73448089,0.054481643,7695.595407,0.004149797,1169.629854,24.99561691,2.14E-06,-330.4039137,52.99588194,0.862616184,0.000109593,-0.029288123,0,34643304.12,3796.652785,0.585605439,0.096767688,9124.69643,0.005575253,1157.044688,24.99561691,2.21E-06,-457.5882945,76.64997816,1.063200547,9.89E-05,-0.032507726,0,44539947.24,4406.991621,0.472301246,0.118363288,10106.65576,0.025869686,1161.635979,24.99561691,1.80E-06,-590.6623622,79.94955783,1.317298127,8.94E-05,-0.022380479,0,54436361.86,4865.190775,0.408806964,0.126619477,11188.94703,0.01633823,1140.336605,24.99561691,2.19E-06,-708.6837659,118.9068788,1.599732971,8.40E-05,-0.019399408,0,64333342.54,5402.843807,0.351417078,0.254652466,11907.31119,0.018670586,1112.030365,24.99561691,2.12E-06,-816.745466,136.3248092
1776.193103,0.343918299,0.000309457,-0.002204585,0,4955179.917,1533.415741,1.454934677,-0.055859514,3231.465404,0.00516946,1219.430233,25.0151825,1.40E-06,-68.89436345,6.924498914,0.445690018,0.000164921,-0.007906902,0,14850086.74,2449.091275,1.011542152,0.026240469,6063.508899,0.014825015,1200.625087,25.0151825,1.72E-06,-203.4957775,25.55392809,0.649868072,0.000129903,-0.018398431,0,24747392.21,3214.748642,0.734218573,0.054679321,7698.079996,0.004401628,1170.265015,25.0151825,2.10E-06,-330.5833375,51.95794939,0.862458002,0.000109446,-0.029806647,0,34643304.66,3791.564206,0.585624825,0.096993721,9136.942639,0.006024989,1155.669238,25.0151825,2.07E-06,-457.0443314,71.56139862,1.064011563,9.87E-05,-0.036070557,0,44539953.01,4394.391359,0.472781705,0.118760669,10135.6364,0.022752704,1150.298096,25.0151825,1.51E-06,-584.897337,67.34929636,1.317211173,8.93E-05,-0.025206467,0,54436371.12,4862.730721,0.408990628,0.126261159,11194.60942,0.016223832,1125.43223,25.0151825,2.14E-06,-699.4211599,116.4468246,1.599000018,8.43E-05,-0.019127897,0,64333340.74,5425.204467,0.35247205,0.253359458,11858.23339,0.017371418,1114.478444,25.0151825,2.47E-06,-818.5434902,158.685469
1781.240415,0.34398026,0.000309465,-0.002115331,0,4955179.845,1533.456957,1.454841495,-0.055834305,3231.378502,0.006067259,1220.70514,24.99864769,1.41E-06,-68.96639207,6.965714913,0.445538869,0.000164931,-0.008358505,0,14850086.52,2449.236706,1.011713121,0.02587083,6063.148769,0.018418641,1201.960704,24.99864769,1.73E-06,-203.7221533,25.69935832,0.649826763,0.000129943,-0.018179791,0,24747392.09,3215.74271,0.734316497,0.054550022,7695.700284,0.004500007,1170.720509,24.99864769,2.14E-06,-330.7120082,52.95201704,0.862608522,0.000109533,-0.028792204,0,34643302.11,3794.601733,0.584984493,0.097095467,9129.627967,0.00657131,1162.130073,24.99864769,2.15E-06,-459.599464,74.59892583,1.063321771,9.89E-05,-0.033885957,0,44539950.06,4403.070915,0.474420709,0.117232758,10115.65585,0.028253993,1156.096663,24.99864769,1.71E-06,-587.8457609,76.0288518,1.317552312,8.91E-05,-0.024414267,0,54436368.63,4852.907516,0.408557639,0.126918125,11217.26892,0.015744919,1129.432494,24.99864769,1.96E-06,-701.9071994,106.6236197,1.598779209,8.42E-05,-0.021905195,0,64333344.96,5419.155087,0.352938375,0.253540838,11871.47146,0.018959338,1108.725213,24.99864769,2.37E-06,-814.3179527,152.6360893
1786.289799,0.344051272,0.0003095,-0.001998513,0,4955179.777,1533.628134,1.45480063,-0.055868814,3231.017786,0.006027135,1221.912296,25.00651932,1.44E-06,-69.03459301,7.136891705,0.446339328,0.000165105,-0.008632395,0,14850087.87,2451.818377,1.011727955,0.025747351,6056.765055,0.016823146,1193.980378,25.00651932,1.91E-06,-202.3695555,28.28102969,0.649993291,0.000129919,-0.018436695,0,24747392.4,3215.152293,0.734315921,0.054577582,7697.113588,0.004240456,1169.598929,25.00651932,2.12E-06,-330.3951777,52.3616002,0.862896795,0.000109277,-0.029503154,0,34643305.83,3785.712357,0.584875086,0.097631031,9151.06658,0.006129553,1152.717573,25.00651932,1.90E-06,-455.8770061,65.70954964,1.064405133,9.90E-05,-0.032713837,0,44539943.53,4411.116575,0.472651866,0.117867197,10097.20391,0.029042564,1168.948854,25.00651932,1.89E-06,-594.3807731,84.07451228,1.316758465,8.91E-05,-0.024770455,0,54436366.54,4849.158458,0.408244793,0.127104576,11225.94096,0.014451235,1132.801442,25.00651932,1.89E-06,-704.000896,102.8745618,1.598690146,8.41E-05,-0.015460278,0,64333326.91,5407.249769,0.350749323,0.254240545,11897.60593,0.017636555,1133.312092,25.00651932,2.19E-06,-832.3761127,140.7307714
1791.334014,0.344053457,0.000309443,-0.002220009,0,4955179.921,1533.344068,1.454946816,-0.05581732,3231.616455,0.00569776,1219.346921,25.01107025,1.39E-06,-68.88965656,6.852825869,0.446763357,0.000164697,-0.008784834,0,14850087.5,2445.761573,1.011390204,0.026935518,6071.764174,0.017866978,1196.182657,25.01107025,1.50E-06,-202.7428233,22.22422518,0.650031164,0.000129904,-0.018471718,0,24747392.23,3214.791226,0.734352565,0.054640647,7697.97803,0.004163572,1170.218815,25.01107025,2.10E-06,-330.5702869,52.00053281,0.862401065,0.000109488,-0.027765415,0,34643301.37,3793.013635,0.585541183,0.096840476,9133.450261,0.00529431,1163.985057,25.01107025,2.11E-06,-460.3330733,73.01082758,1.06492381,9.92E-05,-0.032908137,0,44539948.1,4416.607297,0.472017622,0.117947343,10084.65211,0.024684557,1159.946636,25.01107025,2.01E-06,-589.8033744,89.56523455,1.316892066,8.91E-05,-0.025095302,0,54436369.75,4849.389168,0.408083613,0.127061655,11225.40755,0.016576395,1127.633173,25.01107025,1.90E-06,-700.7889778,103.1052715,1.599977631,8.38E-05,-0.019432188,0,64333348.17,5390.119203,0.351008241,0.254515347,11935.42216,0.019412454,1104.360901,25.01107025,1.92E-06,-811.1125262,123.6002056
1796.378138,0.344032801,0.000309517,-0.002068174,0,4955179.843,1533.714181,1.454915115,-0.055914599,3230.836557,0.005689116,1220.731719,25.00152206,1.46E-06,-68.9678937,7.222938962,0.445937738,0.000165009,-0.007395372,0,14850086.05,2450.390861,1.011266763,0.026302027,6060.292783,0.017726754,1204.706273,25.00152206,1.81E-06,-204.1875039,26.85351363,0.649720643,0.000129963,-0.018222746,0,24747391.72,3216.240586,0.734210923,0.054577162,7694.508871,0.004337522,1172.023964,25.00152206,2.16E-06,-331.0802158,53.44989289,0.862638499,0.000109491,-0.028755625,0,34643302.41,3793.141978,0.585176719,0.097111579,9133.141497,0.005915892,1161.371343,25.00152206,2.11E-06,-459.2994012,73.13917105,1.06327414,9.96E-05,-0.031843373,0,44539941.8,4434.933752,0.473492697,0.116238369,10042.97793,0.030609839,1172.348555,25.00152206,2.42E-06,-596.1094349,107.8916894,1.317146815,8.90E-05,-0.023888787,0,54436364.15,4842.299693,0.408166297,0.127159785,11241.84119,0.015469892,1136.643484,25.00152206,1.76E-06,-706.3886061,96.01579712,1.59924,8.40E-05,-0.014239739,0,64333330.53,5406.662167,0.352513629,0.253451752,11898.89964,0.017572162,1128.384413,25.00152206,2.18E-06,-828.7569137,140.1431696
1801.430406,0.344153378,0.000309453,-0.002119441,0,4955179.813,1533.394431,1.454801675,-0.055748708,3231.510245,0.006205575,1221.271641,25.00208855,1.40E-06,-68.99839779,6.903188994,0.445811496,0.000164947,-0.006155388,0,14850085.02,2449.482033,1.010861795,0.026746437,6062.540902,0.019027399,1210.812787,25.00208855,1.75E-06,-205.2225063,25.94468585,0.650014222,0.000129932,-0.018075704,0,24747391.47,3215.478235,0.734324226,0.054567802,7696.333069,0.004290684,1172.8951,25.00208855,2.13E-06,-331.3262993,52.68754212,0.863017681,0.000109473,-0.029176186,0,34643303.8,3792.496892,0.585313689,0.097149051,9134.695368,0.005197904,1157.852326,25.00208855,2.09E-06,-457.9076997,72.4940853,1.063448609,9.86E-05,-0.030199656,0,44539937.13,4393.720979,0.473616365,0.117792813,10137.17925,0.023494542,1181.522039,25.00208855,1.50E-06,-600.7739184,66.67891595,1.317218465,8.91E-05,-0.025456779,0,54436368.23,4850.86875,0.407801535,0.126889049,11221.98333,0.015479083,1130.077817,25.00208855,1.92E-06,-702.3082475,104.5848539,1.598921638,8.41E-05,-0.013853312,0,64333326.83,5412.806169,0.35225178,0.253061901,11885.39268,0.02017112,1133.419607,25.00208855,2.27E-06,-832.4550784,146.2871711
1806.478653,0.344265359,0.000309458,-0.00212841,0,4955179.795,1533.420653,1.454943999,-0.055773832,3231.454972,0.00524942,1221.586949,24.99811745,1.40E-06,-69.0162118,6.929411368,0.44565627,0.000164797,-0.00732745,0,14850085.53,2447.24305,1.010948048,0.026858447,6068.087735,0.017360468,1207.751199,24.99811745,1.60E-06,-204.7035931,23.70570235,0.650060602,0.000129892,-0.018434715,0,24747391.8,3214.479367,0.734378777,0.05462923,7698.724731,0.004137319,1171.715825,24.99811745,2.09E-06,-330.9931708,51.68867471,0.862595783,0.000109577,-0.02899924,0,34643303.24,3796.122602,0.585473831,0.096759941,9125.970596,0.005819944,1159.251945,24.99811745,2.20E-06,-458.4612211,76.11979484,1.063875969,9.90E-05,-0.031353515,0,44539943.86,4407.985632,0.472474875,0.11797453,10104.37592,0.025174118,1168.295002,24.99811745,1.82E-06,-594.0483062,80.94356945,1.316774884,8.92E-05,-0.022088484,0,54436361.25,4854.046557,0.408313858,0.126283264,11214.63517,0.01613637,1141.311152,24.99811745,1.98E-06,-709.2894162,107.7626611,1.598813925,8.41E-05,-0.017525159,0,64333335.77,5410.265673,0.351777114,0.253511854,11890.97535,0.018365584,1121.248197,24.99811745,2.24E-06,-823.5156247,143.7466759
1811.518692,0.344137307,0.000309488,-0.002079734,0,4955179.745,1533.570429,1.454965651,-0.055883659,3231.139341,0.0053739,1222.476685,25.00122833,1.43E-06,-69.0664794,7.079186561,0.445684452,0.000165,-0.007558472,0,14850085.79,2450.261895,1.011341526,0.026210444,6060.611652,0.015291531,1206.24897,25.00122833,1.80E-06,-204.4489779,26.72454721,0.649974725,0.000129934,-0.018411947,0,24747392.01,3215.516314,0.734332807,0.054668405,7696.242093,0.004362464,1170.985137,25.00122833,2.13E-06,-330.7867619,52.72562167,0.862693659,0.000109537,-0.029850676,0,34643303.69,3794.721029,0.585654785,0.096716817,9129.341373,0.006037729,1158.127734,25.00122833,2.16E-06,-458.0166179,74.71822165,1.063445595,9.96E-05,-0.03580325,0,44539950.19,4436.864231,0.474382283,0.11584619,10038.61012,0.023316556,1155.846088,25.00122833,2.47E-06,-587.7183501,109.8221684,1.317556365,8.94E-05,-0.02580372,0,54436369.02,4866.192528,0.40836891,0.126067773,11186.64515,0.015417492,1128.810924,25.00122833,2.20E-06,-701.5209132,119.9086317,1.598787191,8.42E-05,-0.018944428,0,64333339.01,5416.377497,0.352197841,0.253383231,11877.55821,0.019050045,1116.83026,25.00122833,2.33E-06,-820.2708123,149.8584989
1816.560535,0.34442682,0.000309487,-0.002102197,0,4955179.75,1533.564872,1.454881214,-0.055842648,3231.151053,0.005254316,1222.385738,24.99020386,1.43E-06,-69.06134111,7.073629493,0.446923844,0.000164858,-0.007677867,0,14850086.02,2448.148825,1.010764469,0.026984356,6065.842842,0.020688634,1204.86068,24.99020386,1.66E-06,-204.2136747,24.6114773,0.649859954,0.000129926,-0.018722742,0,24747392.13,3215.338325,0.734272904,0.0546855,7696.668168,0.004052542,1170.547842,24.99020386,2.13E-06,-330.6632321,52.54763218,0.862765622,0.000109392,-0.028924565,0,34643301.46,3789.700112,0.584845975,0.097415908,9141.436113,0.005858612,1163.758963,24.99020386,2.01E-06,-460.2436579,69.69730477,1.063007567,9.82E-05,-0.033789747,0,44539945.44,4373.26515,0.472056341,0.119710358,10184.59753,0.026088253,1165.177868,24.99020386,1.04E-06,-592.4633228,46.22308717,1.317252679,8.93E-05,-0.023944857,0,54436366.13,4862.353305,0.408254084,0.126452589,11195.47732,0.01604323,1133.456984,24.99020386,2.13E-06,-704.4082951,116.0694088,1.597599347,8.45E-05,-0.022555428,0,64333345.71,5437.83169,0.352973638,0.252628911,11830.69822,0.018275049,1107.704461,24.99020386,2.66E-06,-813.5682479,171.3126922
1821.604374,0.344374893,0.000309575,-0.002041796,0,4955179.686,1534.000218,1.454940766,-0.056023579,3230.234018,0.005466249,1223.515318,25.00234222,1.52E-06,-69.12515924,7.508975533,0.446438041,0.000164917,-0.006869864,0,14850085.16,2449.026948,1.010964326,0.026761905,6063.66752,0.018594243,1209.960324,25.00234222,1.72E-06,-205.078021,25.48960063,0.649972273,0.000129878,-0.017712475,0,24747390.59,3214.137532,0.734138705,0.054827156,7699.543142,0.004066575,1175.999637,25.00234222,2.08E-06,-332.2032872,51.34683947,0.862630049,0.000109469,-0.029171249,0,34643303.63,3792.35132,0.585051344,0.097291086,9135.045968,0.00633249,1158.265659,25.00234222,2.09E-06,-458.0711647,72.3485126,1.063168747,9.90E-05,-0.033423698,0,44539945.31,4408.826231,0.472524182,0.118054735,10102.44972,0.023095438,1165.430877,25.00234222,1.84E-06,-592.5919712,81.78416834,1.316828519,8.93E-05,-0.024809577,0,54436368.24,4858.659401,0.408369106,0.126981646,11203.98936,0.015858464,1130.07121,25.00234222,2.07E-06,-702.3041418,112.3755045,1.599423893,8.37E-05,-0.01268267,0,64333316.43,5383.872532,0.350646676,0.255269789,11949.26441,0.017653871,1147.578589,25.00234222,1.83E-06,-842.8543306,117.3535344
1826.644379,0.34445123,0.00030952,-0.00212443,0,4955179.703,1533.728296,1.45493231,-0.055944965,3230.806732,0.005159258,1223.208984,25.00556183,1.46E-06,-69.10785218,7.237053955,0.445945731,0.000164837,-0.006149691,0,14850083.94,2447.849449,1.010323759,0.027156497,6066.583853,0.017356277,1217.167646,25.00556183,1.64E-06,-206.299601,24.31210119,0.649974586,0.000129976,-0.018292026,0,24747391.31,3216.572133,0.734278293,0.054653285,7693.715634,0.004143572,1173.470516,25.00556183,2.17E-06,-331.4888464,53.78144015,0.862681157,0.000109385,-0.028083227,0,34643301.99,3789.459773,0.585052014,0.0974424,9142.016031,0.005583402,1162.420767,25.00556183,2.01E-06,-459.7144276,69.45696541,1.062276118,9.92E-05,-0.033011133,0,44539943.78,4420.439372,0.472523783,0.11766912,10075.90876,0.026158615,1168.453892,25.00556183,2.10E-06,-594.1290979,93.39730936,1.317219841,8.93E-05,-0.025245317,0,54436368.81,4858.834919,0.408585974,0.126532138,11203.58475,0.017360718,1129.148082,25.00556183,2.07E-06,-701.7304466,112.5510228,1.598830669,8.43E-05,-0.016031642,0,64333335.32,5420.425194,0.350761567,0.254094439,11868.68798,0.017950287,1121.85414,25.00556183,2.39E-06,-823.9606677,153.906196
1831.68779,0.344682339,0.000309449,-0.002039828,0,4955179.677,1533.376834,1.45486005,-0.055755871,3231.547241,0.005456505,1223.672143,24.99245262,1.39E-06,-69.13401938,6.885591803,0.447072707,0.000165246,-0.007406522,0,14850085.36,2453.920616,1.011173777,0.025928899,6051.575288,0.019770779,1208.772774,24.99245262,2.05E-06,-204.8767414,30.38326897,0.650068135,0.000129875,-0.018083631,0,24747391.05,3214.058487,0.734010586,0.055032539,7699.732643,0.004265886,1174.392944,24.99245262,2.07E-06,-331.7494192,51.2677942,0.862606348,0.000109578,-0.02867211,0,34643302.31,3796.137334,0.585547985,0.096947222,9125.934935,0.005953223,1161.602755,24.99245262,2.20E-06,-459.3909199,76.13452682,1.065052792,9.82E-05,-0.03515186,0,44539947.77,4375.706527,0.472001084,0.119277298,10178.91568,0.031507311,1160.610614,24.99245262,1.09E-06,-590.1409901,48.66446395,1.316322223,8.93E-05,-0.02569978,0,54436370.7,4858.998633,0.408462254,0.126562102,11203.20766,0.016056928,1126.102554,24.99245262,2.07E-06,-699.8377456,112.7147367,1.598291535,8.37E-05,-0.016869514,0,64333337.92,5387.627507,0.351879386,0.254184325,11940.94021,0.015608035,1118.315723,24.99245262,1.88E-06,-821.3618303,121.1085096
