Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min],Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min],Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min],Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min],Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min],Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min],Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 13. Dissipation Variation [ ],Channel A 13. Overtone Variation [Hz],Channel A 13. FWHM Variation [Hz]
3607.57424,0.345829856,0.000309921,-0.002125845,0,4955166.779,1535.708009,1.452121651,-0.05426056,3226.633417,0.005573941,1451.963414,24.99577522,1.87E-06,-82.0318313,9.216766541,0.444858551,0.000165795,-0.006367186,0,14850047.9,2462.071071,1.004695601,0.028996183,6031.526901,0.016120591,1429.814697,24.99577522,2.60E-06,-242.3414741,38.53372342,0.649233509,0.00013102,-0.018376599,0,24747336.24,3242.399223,0.728482607,0.056260339,7632.414932,0.004281141,1368.397886,24.99577522,3.22E-06,-386.5530751,79.60853015,0.8611423,0.000110452,-0.028839178,0,34643228.64,3826.413535,0.57986564,0.098524866,9053.707426,0.005708551,1347.904688,24.99577522,3.07E-06,-533.0696505,106.4107278,1.062802753,0.000100089,-0.030563859,0,44539849.34,4457.965127,0.468109608,0.118363378,9991.071729,0.025687744,1354.172758,24.99577522,2.94E-06,-688.5624194,130.9230638,1.313964267,9.01E-05,-0.023380306,0,54436254.44,4903.854005,0.403196024,0.127490775,11100.70862,0.016061318,1313.185543,24.99577522,2.90E-06,-816.1040095,157.5701089,1.59485707,8.50E-05,-0.013723403,0,64333197.7,5470.410586,0.347100386,0.25590599,11760.21373,0.018514313,1309.226224,24.99577522,3.17E-06,-961.5785822,203.8915888
3612.614348,0.345829118,0.00031,-0.002363144,0,4955166.984,1536.099316,1.452154902,-0.054383209,3225.811593,0.005515443,1448.347804,24.98226547,1.94E-06,-81.82755953,9.608074421,0.446314959,0.000165794,-0.00765002,0,14850048.39,2462.04254,1.005366545,0.028501712,6031.596995,0.017058495,1426.927475,24.98226547,2.60E-06,-241.8521144,38.50519247,0.649188663,0.000131018,-0.018414216,0,24747336.1,3242.342308,0.728233819,0.056395896,7632.548863,0.004380878,1368.919061,24.98226547,3.22E-06,-386.7002997,79.55161549,0.861130729,0.000110515,-0.029566596,0,34643229.56,3828.589998,0.580124231,0.098365199,9048.56085,0.005749467,1345.554628,24.98226547,3.14E-06,-532.1402485,108.5871908,1.06118873,9.99E-05,-0.031219323,0,44539849.97,4447.726886,0.467788859,0.118995368,10014.07036,0.02810297,1352.944519,24.98226547,2.71E-06,-687.937891,120.6848227,1.31490692,9.02E-05,-0.019779242,0,54436248.35,4907.50557,0.403647501,0.12727043,11092.44759,0.015705329,1322.983633,24.98226547,2.96E-06,-822.193218,161.2216736,1.595539987,8.48E-05,-0.017146241,0,64333209.46,5455.040151,0.347442324,0.256302223,11793.35215,0.019620633,1293.21551,24.98226547,2.93E-06,-949.8193012,188.5211529
3617.659033,0.345656364,0.000310006,-0.002293284,0,4955166.95,1536.132017,1.452145652,-0.05440668,3225.742902,0.006045285,1448.934408,24.99832535,1.95E-06,-81.86070103,9.6407748,0.44625229,0.000165836,-0.006958535,0,14850048.3,2462.67923,1.004287309,0.028869426,6030.037577,0.014851091,1427.441236,24.99832535,2.64E-06,-241.9391926,39.14188277,0.648940681,0.000130952,-0.018634793,0,24747336.69,3240.724181,0.728017348,0.056543719,7636.360055,0.004294877,1366.83684,24.99832535,3.15E-06,-386.1121016,77.93348808,0.861350295,0.000110356,-0.028993311,0,34643227.39,3823.100152,0.579675545,0.098758109,9061.553717,0.006013467,1351.056765,24.99832535,2.98E-06,-534.3162349,103.0973446,1.062164542,0.000100324,-0.030334983,0,44539851.72,4468.42493,0.467879355,0.118008079,9967.684904,0.027755312,1349.496963,24.99832535,3.18E-06,-686.1848964,141.3828674,1.314779378,9.03E-05,-0.023691513,0,54436258.38,4915.425881,0.403344193,0.127143914,11074.57618,0.017866657,1306.844696,24.99832535,3.11E-06,-812.1633705,169.1419848,1.594179092,8.53E-05,-0.020074587,0,64333215.13,5488.356852,0.348105684,0.25457258,11721.76243,0.016250387,1285.497055,24.99832535,3.45E-06,-944.1503795,221.8378543
3622.714182,0.345634265,0.000310022,-0.002181134,0,4955166.798,1536.209842,1.452045715,-0.054433738,3225.579385,0.005543602,1451.640288,25.00442123,1.97E-06,-82.01357558,9.718600127,0.446504331,0.000165893,-0.006986279,0,14850048.62,2463.517357,1.00529807,0.028536733,6027.986194,0.019843209,1425.573026,25.00442123,2.69E-06,-241.6225468,39.98000932,0.648992584,0.000130935,-0.01869094,0,24747336.38,3240.285777,0.728190418,0.05655193,7637.393144,0.004103213,1367.924291,25.00442123,3.13E-06,-386.4192911,77.49508411,0.861180276,0.000110621,-0.029305601,0,34643229.35,3832.251856,0.579535818,0.098385812,9039.914562,0.005668522,1346.087505,25.00442123,3.24E-06,-532.3509908,112.2490485,1.063396151,0.000100121,-0.031755609,0,44539846.53,4459.386739,0.467406109,0.118608618,9987.886033,0.027442808,1359.710085,25.00442123,2.97E-06,-691.3780095,132.3446763,1.314674422,8.99E-05,-0.022072987,0,54436255.17,4895.624276,0.403040997,0.128100111,11119.36948,0.014952348,1312.010074,25.00442123,2.74E-06,-815.3734921,149.3403799,1.595620988,8.47E-05,-0.018939915,0,64333211.7,5446.551157,0.346691045,0.256687765,11811.73367,0.020192838,1290.163917,25.00442123,2.80E-06,-947.5780182,180.0321597
3627.774892,0.345750171,0.000310045,-0.002287297,0,4955166.837,1536.3226,1.451994069,-0.054470198,3225.342671,0.006152311,1450.936611,25.00469589,1.99E-06,-81.97381981,9.831357627,0.445449353,0.000165901,-0.007622491,0,14850048.76,2463.645205,1.005658222,0.028160926,6027.673436,0.018897631,1424.738484,25.00469589,2.70E-06,-241.481099,40.10785745,0.649149098,0.000131004,-0.0184614,0,24747336.01,3241.988881,0.728267984,0.056390259,7633.380903,0.004185381,1369.21305,25.00469589,3.20E-06,-386.7833475,79.19818862,0.861144345,0.000110324,-0.028402298,0,34643228.64,3821.975156,0.57957199,0.098875778,9064.221307,0.006196097,1347.895605,25.00469589,2.95E-06,-533.0660586,101.9723485,1.06155808,9.99E-05,-0.030533757,0,44539846.22,4450.279787,0.468689724,0.118606173,10008.32495,0.034266541,1360.308889,25.00469589,2.77E-06,-691.682486,123.237724,1.31463722,9.03E-05,-0.021600025,0,54436254.46,4913.939808,0.403449544,0.127554423,11077.92455,0.01567987,1313.15086,25.00469589,3.08E-06,-816.0824553,167.6559116,1.595779106,8.51E-05,-0.02015943,0,64333216.37,5473.11187,0.34640282,0.256370023,11754.41283,0.019281221,1283.804649,25.00469589,3.21E-06,-942.9073694,206.5928728
3632.828898,0.345845319,0.000309956,-0.002270686,0,4955166.796,1535.884835,1.452057049,-0.054365964,3226.261946,0.005426232,1451.669452,24.99689484,1.90E-06,-82.0152233,9.39359283,0.445811086,0.000165822,-0.007421194,0,14850048.7,2462.470233,1.004740725,0.028622264,6030.549529,0.01735772,1425.05289,24.99689484,2.62E-06,-241.5343881,38.93288574,0.648910797,0.000130916,-0.018407431,0,24747335.85,3239.829459,0.72813175,0.056614504,7638.468679,0.004057377,1369.793712,24.99689484,3.12E-06,-386.9473764,77.03876663,0.860838922,0.00011052,-0.028234565,0,34643226.8,3828.777326,0.580245442,0.098315807,9048.117416,0.006082399,1352.540476,24.99689484,3.14E-06,-534.9030132,108.7745187,1.06016877,9.99E-05,-0.031594795,0,44539852.64,4448.411943,0.46788334,0.11927088,10012.52879,0.028697566,1347.698512,24.99689484,2.73E-06,-685.2704297,121.3698805,1.314265356,9.00E-05,-0.02121356,0,54436252.3,4900.978538,0.403749979,0.127852394,11107.22112,0.015760833,1316.620721,24.99689484,2.84E-06,-818.2388661,154.6946416,1.595663948,8.46E-05,-0.011230247,0,64333201.87,5444.247281,0.347341705,0.256792598,11816.73031,0.017634613,1303.549371,24.99689484,2.76E-06,-957.4091428,177.7282832
3637.870988,0.345578801,0.000309963,-0.002246022,0,4955166.774,1535.920769,1.451988569,-0.054299042,3226.186451,0.005544504,1452.049468,24.99264526,1.91E-06,-82.0366931,9.429527107,0.44604157,0.000165785,-0.008278074,0,14850049.28,2461.916081,1.005258814,0.028388137,6031.907176,0.017261245,1421.661551,24.99264526,2.59E-06,-240.9595848,38.37873395,0.649071253,0.000130924,-0.018308778,0,24747335.9,3240.008432,0.728072013,0.056710159,7638.046757,0.004030181,1369.61438,24.99264526,3.12E-06,-386.8967176,77.21773956,0.861354189,0.000110468,-0.028868791,0,34643228.31,3826.978031,0.579764777,0.098776236,9052.371877,0.00606384,1348.736368,24.99264526,3.09E-06,-533.3985634,106.9752244,1.061129298,9.99E-05,-0.031720284,0,44539849.53,4450.261986,0.468111943,0.11906872,10008.36573,0.025346059,1353.807402,24.99264526,2.77E-06,-688.3766452,123.219923,1.314152087,9.01E-05,-0.022047484,0,54436250.42,4906.985412,0.403121319,0.12800844,11093.62385,0.016645684,1319.646357,24.99264526,2.95E-06,-820.119205,160.7015157,1.595809044,8.54E-05,-0.014751428,0,64333205.41,5493.388882,0.347614481,0.255797365,11711.02334,0.020603509,1298.740381,24.99264526,3.53E-06,-953.8771163,226.8698839
3642.91102,0.345494136,0.00030995,-0.002240517,0,4955166.772,1535.855154,1.452047532,-0.05428428,3226.324279,0.005651691,1452.098881,24.98885727,1.89E-06,-82.03948478,9.36391183,0.445261178,0.000165728,-0.007428174,0,14850048.61,2461.071307,1.005182613,0.028763023,6033.977384,0.017388976,1425.627624,24.98885727,2.53E-06,-241.6318008,37.53395943,0.648961432,0.00013096,-0.018471179,0,24747335.92,3240.92216,0.728041886,0.056706757,7635.893335,0.003799274,1369.552445,24.98885727,3.16E-06,-386.8792218,78.1314669,0.861082627,0.000110521,-0.028791093,0,34643228.41,3828.792087,0.579904998,0.098680923,9048.082952,0.005991696,1348.471141,24.98885727,3.14E-06,-533.2936714,108.7892799,1.061979907,9.98E-05,-0.033476975,0,44539858,4444.015853,0.468086953,0.119148062,10022.43454,0.024746866,1337.140891,24.98885727,2.63E-06,-679.902148,116.9737904,1.314832588,9.04E-05,-0.023560164,0,54436255.78,4920.258267,0.403705762,0.127708936,11063.69886,0.015699079,1311.018365,24.98885727,3.20E-06,-814.7571758,173.9743704,1.595885378,8.52E-05,-0.016931403,0,64333210.05,5478.099576,0.346863512,0.256953817,11743.7095,0.018831869,1292.41216,24.98885727,3.29E-06,-949.2292701,211.5805781
3647.970554,0.345690387,0.000309935,-0.002311368,0,4955166.772,1535.781984,1.451742804,-0.054154665,3226.477992,0.006117072,1452.100763,25.00172615,1.88E-06,-82.0395911,9.290741741,0.445322392,0.000165736,-0.008098914,0,14850049.07,2461.192078,1.004844838,0.028798312,6033.681485,0.019164669,1422.899397,25.00172615,2.54E-06,-241.1693894,37.65473021,0.649070186,0.00013104,-0.018497999,0,24747335.78,3242.878975,0.728329622,0.056381615,7631.28565,0.00423887,1370.028042,25.00172615,3.24E-06,-387.0135712,80.08828185,0.860777729,0.000110527,-0.029492315,0,34643229.68,3829.014826,0.580102045,0.098589369,9047.556944,0.006151252,1345.265699,25.00172615,3.15E-06,-532.0259826,109.0120191,1.061280164,9.91E-05,-0.029780456,0,44539848.87,4414.094107,0.466883908,0.121054477,10090.37138,0.028921491,1355.113742,25.00172615,1.96E-06,-689.0408856,87.05204456,1.315114401,9.03E-05,-0.022122602,0,54436253.48,4915.698903,0.40358892,0.127738903,11073.96009,0.016270184,1314.719059,25.00172615,3.11E-06,-817.0570421,169.4150065,1.595663784,8.51E-05,-0.017073307,0,64333209.9,5475.864043,0.347071293,0.256673363,11748.50387,0.018758885,1292.621857,25.00172615,3.26E-06,-949.3832845,209.3450458
3653.023437,0.345600071,0.000309979,-0.002187188,0,4955166.702,1535.995864,1.452058721,-0.054311797,3226.028675,0.006544558,1453.336723,24.98937798,1.92E-06,-82.1094194,9.50462191,0.44525623,0.000165824,-0.006698811,0,14850047.29,2462.490103,1.005238087,0.028699792,6030.500296,0.017574055,1433.363361,24.98937798,2.63E-06,-242.9429425,38.9527556,0.648983981,0.00013103,-0.018871044,0,24747336.68,3242.655376,0.728100765,0.056520545,7631.812144,0.003522591,1366.869114,24.98937798,3.23E-06,-386.1212185,79.86468318,0.861524131,0.000110376,-0.029071169,0,34643227.78,3823.781058,0.579681571,0.098826405,9059.940215,0.005773395,1350.063509,24.98937798,3.00E-06,-533.9234218,103.778251,1.061793882,9.99E-05,-0.028460442,0,44539841.09,4449.810534,0.467207021,0.119281463,10009.37922,0.024978906,1370.397632,24.98937798,2.76E-06,-696.8123551,122.7684713,1.315221403,9.01E-05,-0.024102567,0,54436258.24,4904.956425,0.403475397,0.127819111,11098.21444,0.014740677,1307.073258,24.98937798,2.92E-06,-812.3054148,158.6725285,1.595550253,8.52E-05,-0.021523355,0,64333218.95,5482.437212,0.347644278,0.255771933,11734.41965,0.017836261,1280.303928,24.98937798,3.36E-06,-940.3362183,215.9182145
3658.069212,0.345562758,0.000310021,-0.002128268,0,4955166.618,1536.205605,1.452087094,-0.054381333,3225.588165,0.005809329,1454.825897,24.9993248,1.97E-06,-82.19355352,9.714362523,0.444830423,0.000165817,-0.007318831,0,14850048.12,2462.388695,1.005320321,0.028512741,6030.748984,0.020552447,1428.499966,24.9993248,2.62E-06,-242.1186383,38.8513475,0.648938943,0.000131058,-0.018455169,0,24747335.92,3243.337112,0.728255189,0.056332829,7630.207736,0.004346694,1369.531808,24.9993248,3.26E-06,-386.8733922,80.54641922,0.861034203,0.000110534,-0.02939099,0,34643229.11,3829.262769,0.579438435,0.098724641,9046.970971,0.006187752,1346.696248,24.9993248,3.16E-06,-532.5917367,109.2599623,1.061858951,9.99E-05,-0.030959806,0,44539851.45,4451.617793,0.469198495,0.118509184,10005.31796,0.023679978,1350.033925,24.9993248,2.80E-06,-686.4579281,124.5757303,1.315153749,9.00E-05,-0.021459015,0,54436251.46,4899.639578,0.403328778,0.128106352,11110.25629,0.015372776,1317.98009,24.9993248,2.82E-06,-819.0836717,153.355682,1.596138532,8.47E-05,-0.016918325,0,64333206.09,5449.604807,0.346609782,0.257161624,11805.11402,0.018441192,1297.813543,24.9993248,2.85E-06,-953.1963875,183.0858091
3663.122962,0.345776605,0.000309964,-0.002209566,0,4955166.723,1535.924303,1.452088172,-0.054305291,3226.178995,0.00528362,1452.956199,25.00108147,1.91E-06,-82.08792083,9.43306062,0.445528138,0.000165777,-0.006358256,0,14850047.51,2461.793318,1.004146292,0.029123963,6032.207256,0.021022889,1432.068565,25.00108147,2.58E-06,-242.7234856,38.25597052,0.648998914,0.000130986,-0.018317687,0,24747335.39,3241.554583,0.728071197,0.056525474,7634.40342,0.004459462,1371.405616,25.00108147,3.18E-06,-387.4027165,78.76389042,0.861135427,0.000110417,-0.02860946,0,34643228.38,3825.18404,0.579942441,0.098652953,9056.617412,0.005844847,1348.561614,25.00108147,3.04E-06,-533.3294518,105.1812325,1.061388945,1.00E-04,-0.032236289,0,44539849.49,4452.311272,0.467924813,0.118965456,10003.75912,0.023611726,1353.887348,25.00108147,2.81E-06,-688.4172956,125.269209,1.314371356,9.00E-05,-0.02282643,0,54436255.63,4897.635774,0.403004245,0.128182628,11114.80276,0.014763818,1311.260769,25.00108147,2.78E-06,-814.9078226,151.3518776,1.595495492,8.55E-05,-0.016516233,0,64333204.95,5499.315894,0.345716319,0.256141161,11698.40143,0.01663567,1299.360693,25.00108147,3.62E-06,-954.3327124,232.7968969
3668.156823,0.345575568,0.000309969,-0.002253473,0,4955166.672,1535.948948,1.451865758,-0.054208431,3226.127196,0.006139608,1453.859432,25.0031395,1.91E-06,-82.13895096,9.457705619,0.445455346,0.000165999,-0.008191414,0,14850049.42,2465.087095,1.00580345,0.027958331,6024.147969,0.022465273,1420.84201,25.0031395,2.80E-06,-240.8206797,41.54974774,0.648928164,0.000130993,-0.018467337,0,24747335.69,3241.719112,0.728268718,0.056374485,7634.016038,0.004093319,1370.355353,25.0031395,3.19E-06,-387.1060321,78.92841898,0.86102941,0.000110589,-0.028104537,0,34643226.57,3831.168391,0.580228033,0.098227618,9042.470347,0.006297098,1353.134884,25.0031395,3.21E-06,-535.1380899,111.1655836,1.060705183,9.98E-05,-0.032904369,0,44539849.57,4445.41424,0.467485365,0.119167016,10019.27991,0.026016637,1353.736476,25.0031395,2.66E-06,-688.3405809,118.3721766,1.314600275,9.03E-05,-0.022712968,0,54436253.44,4913.358305,0.403009831,0.127869838,11079.23543,0.016167703,1314.788339,25.0031395,3.07E-06,-817.1000977,167.0744092,1.595745531,8.45E-05,-0.013619112,0,64333206.52,5438.501451,0.346543231,0.257224396,11829.21566,0.017492449,1297.228272,25.0031395,2.67E-06,-952.7665275,171.9824532
3673.214206,0.345634567,0.000309979,-0.002403278,0,4955166.759,1535.999126,1.451995974,-0.054280222,3226.02186,0.005907358,1452.319291,25.00019073,1.92E-06,-82.05193736,9.507884436,0.446495696,0.000165744,-0.007661457,0,14850048.09,2461.311845,1.004983285,0.028605924,6033.387488,0.021400645,1428.660875,25.00019073,2.55E-06,-242.1459111,37.77449801,0.648903988,0.00013098,-0.018053359,0,24747335.29,3241.400691,0.727968798,0.056580386,7634.765845,0.004001575,1371.780845,25.00019073,3.18E-06,-387.5087132,78.60999863,0.86119288,0.000110493,-0.028383069,0,34643227.05,3827.820954,0.579827153,0.098698108,9050.378131,0.005565184,1351.919581,25.00019073,3.11E-06,-534.6574615,107.8181466,1.062462602,9.93E-05,-0.030194404,0,44539847.12,4423.345867,0.465803781,0.120871766,10069.26622,0.026788452,1358.540738,25.00019073,2.16E-06,-690.7834262,96.3038044,1.315056992,9.04E-05,-0.02299698,0,54436256.75,4920.171663,0.403521273,0.127596185,11063.8938,0.016612306,1309.458831,25.00019073,3.20E-06,-813.7879741,173.8877672,1.595660076,8.53E-05,-0.011616226,0,64333193.7,5487.382974,0.347955306,0.255822764,11723.83885,0.019496933,1314.675507,25.00019073,3.43E-06,-965.5808812,220.8639762
3678.263191,0.345404166,0.000310008,-0.00238851,0,4955166.744,1536.143148,1.452216352,-0.054393892,3225.719394,0.005983506,1452.590891,25.02016258,1.95E-06,-82.06728195,9.65190561,0.44749022,0.000165868,-0.007067471,0,14850047.95,2463.150414,1.005023637,0.028648296,6028.883932,0.016535028,1429.469919,25.02016258,2.67E-06,-242.2830372,39.61306698,0.648716996,0.000131028,-0.01854976,0,24747335.7,3242.603092,0.728176307,0.056398334,7631.934897,0.004031513,1370.326928,25.02016258,3.23E-06,-387.0980023,79.81239965,0.861188789,0.000110482,-0.029465936,0,34643228.48,3827.446143,0.579729323,0.098735004,9051.264782,0.006210252,1348.304655,25.02016258,3.10E-06,-533.2278298,107.4433358,1.060980109,9.99E-05,-0.032160497,0,44539848.68,4451.114139,0.468968505,0.118369446,10006.44946,0.026727798,1355.479599,25.02016258,2.79E-06,-689.2269145,124.0720763,1.314903218,9.02E-05,-0.023504966,0,54436256.76,4911.155056,0.403607015,0.127655253,11084.20649,0.016395484,1309.441637,25.02016258,3.03E-06,-813.7772883,164.8711594,1.595972854,8.50E-05,-0.015584613,0,64333199.94,5469.561286,0.347244763,0.25663358,11762.04024,0.01792582,1306.178359,25.02016258,3.16E-06,-959.3400378,203.0422883
3683.303498,0.345551891,0.000309924,-0.002234672,0,4955166.687,1535.724649,1.451945003,-0.054183251,3226.598394,0.005627545,1453.596836,25.00431442,1.87E-06,-82.124115,9.233407027,0.445315723,0.00016617,-0.008597915,0,14850050.37,2467.627876,1.005945664,0.027558417,6017.945623,0.017842524,1415.201769,25.00431442,2.97E-06,-239.8647067,44.0905282,0.649075733,0.000131033,-0.018341656,0,24747335.24,3242.722084,0.728302602,0.056361311,7631.654702,0.004389297,1371.951576,25.00431442,3.23E-06,-387.5569425,79.93139123,0.861255522,0.000110499,-0.02954671,0,34643228.35,3828.026764,0.579965806,0.098524856,9049.891887,0.005823263,1348.622961,25.00431442,3.12E-06,-533.3537132,108.0239566,1.062692418,0.000100333,-0.033071326,0,44539852.1,4468.802029,0.468500372,0.118277918,9966.843867,0.022897493,1348.749081,25.00431442,3.18E-06,-685.8046172,141.7599665,1.315421065,9.03E-05,-0.022376652,0,54436253.85,4912.947343,0.40338973,0.127605131,11080.16229,0.015343468,1314.12478,25.00431442,3.06E-06,-816.6877162,166.6634463,1.596394083,8.52E-05,-0.017542604,0,64333207.76,5482.148855,0.347169547,0.256293027,11735.03483,0.017574356,1295.533526,25.00431442,3.35E-06,-951.5217984,215.6298571
3688.360434,0.345460863,0.000310048,-0.002165338,0,4955166.581,1536.340563,1.452089509,-0.05441153,3225.304793,0.005658633,1455.470789,24.99518204,1.99E-06,-82.2299881,9.849320729,0.44561566,0.000166082,-0.007301614,0,14850048.54,2466.319381,1.005453849,0.028041283,6021.137676,0.016393166,1425.988727,24.99518204,2.88E-06,-241.6930046,42.78203334,0.64888287,0.000130941,-0.018652077,0,24747335.89,3240.437718,0.727859998,0.056725674,7637.034883,0.004716907,1369.668671,24.99518204,3.14E-06,-386.912054,77.64702494,0.861320213,0.000110294,-0.029423022,0,34643227.87,3820.943567,0.579608614,0.099160256,9066.668287,0.005583306,1349.845677,24.99518204,2.92E-06,-533.8372735,100.9407602,1.062288427,9.99E-05,-0.031672339,0,44539843.95,4451.148325,0.467910638,0.119312115,10006.37155,0.025570625,1364.781395,24.99518204,2.79E-06,-693.9566413,124.1062619,1.31446075,9.05E-05,-0.024004416,0,54436255.12,4924.486265,0.403665916,0.127567826,11054.19981,0.016221783,1312.090609,24.99518204,3.27E-06,-815.4235425,178.2023687,1.595620055,8.54E-05,-0.019065513,0,64333214.6,5493.355941,0.348205388,0.255804554,11711.09524,0.016572274,1286.219014,24.99518204,3.53E-06,-944.6806317,226.8369438
3693.402818,0.345467368,0.00030994,-0.002359201,0,4955166.673,1535.803784,1.451904969,-0.054175791,3226.432129,0.005378376,1453.84748,24.99848175,1.88E-06,-82.13827572,9.312542223,0.445552902,0.000165862,-0.007102948,0,14850047.29,2463.05777,1.004646017,0.028526443,6029.11043,0.019690737,1433.387208,24.99848175,2.66E-06,-242.9469844,39.52042286,0.649126789,0.000130924,-0.018782909,0,24747336.18,3240.010741,0.727979435,0.056703257,7638.041402,0.003788505,1368.609021,24.99848175,3.12E-06,-386.6127178,77.22004852,0.861033762,0.000110602,-0.028908295,0,34643227.31,3831.609528,0.579317833,0.098684934,9041.429472,0.006090418,1351.264507,24.99848175,3.22E-06,-534.3983925,111.6067205,1.061035686,0.000100231,-0.028114156,0,44539838.97,4464.263885,0.467128797,0.119330585,9976.972714,0.02517635,1374.584805,24.99848175,3.08E-06,-698.9414265,137.2218218,1.31454591,9.01E-05,-0.023890953,0,54436257.44,4903.775554,0.403738688,0.128188582,11100.88683,0.015305501,1308.346546,24.99848175,2.89E-06,-813.0967233,157.4916573,1.596201742,8.47E-05,-0.019777955,0,64333210.42,5452.227741,0.347580854,0.256796448,11799.43566,0.020985095,1291.908597,24.99848175,2.89E-06,-948.8594215,185.7087436
3698.453135,0.345515657,0.000309971,-0.002156275,0,4955166.591,1535.959582,1.451951656,-0.05424813,3226.104807,0.005854436,1455.297154,25.00683594,1.92E-06,-82.22017818,9.468339818,0.444606314,0.000166005,-0.00797397,0,14850048.28,2465.186608,1.005038168,0.02805442,6023.904329,0.017410465,1427.5536,25.00683594,2.81E-06,-241.9582373,41.64926076,0.648934015,0.000131038,-0.018510861,0,24747335.69,3242.838843,0.7282668,0.056329421,7631.380061,0.004003017,1370.377541,25.00683594,3.24E-06,-387.1122998,80.04814998,0.861164415,0.000110356,-0.028603807,0,34643227.96,3823.098022,0.579500339,0.099042413,9061.558916,0.005634915,1349.604709,25.00683594,2.98E-06,-533.7419753,103.0952145,1.061915947,0.000100595,-0.030980199,0,44539850.13,4480.464925,0.468334858,0.118111663,9940.899188,0.02501768,1352.624729,25.00683594,3.45E-06,-687.7752861,153.4228616,1.314740105,9.02E-05,-0.021149757,0,54436249.49,4908.648086,0.403545962,0.127960168,11089.866,0.015765109,1321.14046,25.00683594,2.98E-06,-821.0477436,162.3641894,1.594743744,8.55E-05,-0.016800588,0,64333204.04,5499.522214,0.346914761,0.25602974,11697.96239,0.017112452,1300.599831,25.00683594,3.62E-06,-955.2428136,233.0032163
