Jf prime Fn prewash (1/Pa),Jf prime Fn postwash (1/Pa),Jf prime dSF prewash (1/Pa),Jf prime dSF postwash (1/Pa)
1.7340457078367e-07,1.44947529092591e-07,9.34693988698211e-07,1.68703485638404e-06
