Sauerbrey Mass Fn prewash (ng/cm^2),Sauerbrey Mass Fn postwash (ng/cm^2),Sauerbrey Mass dSF prewash (ng/cm^2),Sauebrey Mass dSF postwash (ng/cm^2)
1133.74827949484,1099.32172782672,78.6494729616552,24.3117647772862
